id,channel_id,call,author.id,author.username,author.avatar,author.discriminator,author.public_flags,author.premium_type,author.flags,author.banner,author.accent_color,author.global_name,author.avatar_decoration_data,author.banner_color,content,timestamp,edited_timestamp,tts,mention_everyone,mentions,mention_channels,attachments,embeds,reactions,nonce,pinned,webhook_id,type,activity,application,application_id,message_reference,flags,referenced_message,interaction,thread,components,sticker_items,stickers,position,role_subscription_data,resolved,userName,date
1197313947670425680,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,Yes,2024-01-17T22:58:10.142000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2024-01-17T22:58:10.142Z
1197313886576193586,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,Question is that you sitting in the corner in 422 rn?,2024-01-17T22:57:55.576000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2024-01-17T22:57:55.576Z
1105541059179708416,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,¯\_(ツ)_/¯,2023-05-09T17:05:28.468000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-09T17:05:28.468Z
1105541026229268490,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,Maybe it just means taking both is an excess of units but who knows,2023-05-09T17:05:20.612000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-05-09T17:05:20.612Z
1105540933669355661,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,Nice,2023-05-09T17:04:58.544000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-05-09T17:04:58.544Z
1105540820150526034,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,"though, idk what that ""Course provides excess units, Approved Exception"" line means since MA 405 is the same number of credits as 305",2023-05-09T17:04:31.479000+00:00,2023-05-09T17:04:40.158000+00:00,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-09T17:04:31.479Z
1105540695848128603,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,"well wouldn't you look at that, it worked",2023-05-09T17:04:01.843000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-09T17:04:01.843Z
1104229446887690291,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,So true,2023-05-06T02:13:35.729000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-05-06T02:13:35.729Z
1104229379778805811,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,cant wait for this to somehow result in a colossal fuckup in their system that crashes everything and i get 1000 F grades,2023-05-06T02:13:19.729000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:13:19.729Z
1104229299705360414,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,,2023-05-06T02:13:00.638000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:13:00.638Z
1104228609100615771,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,,2023-05-06T02:10:15.985000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-05-06T02:10:15.985Z
1104228567086276751,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,amazin,2023-05-06T02:10:05.968000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:10:05.968Z
1104228523092222093,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,Was hidden in a subfolder,2023-05-06T02:09:55.479000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-05-06T02:09:55.479Z
1104228490271793272,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,https://my.csc.ncsu.edu/undergrad-advising/advising-forms/,2023-05-06T02:09:47.654000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-05-06T02:09:47.654Z
1104228486756970556,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,i think so anyways,2023-05-06T02:09:46.816000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:09:46.816Z
1104228438241460266,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,yea,2023-05-06T02:09:35.249000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:09:35.249Z
1104228422475059250,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,This what you need?,2023-05-06T02:09:31.490000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-05-06T02:09:31.490Z
1104228367894593586,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,post it,2023-05-06T02:09:18.477000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:09:18.477Z
1104228329864830976,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,Found it,2023-05-06T02:09:09.410000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-05-06T02:09:09.410Z
1104228213707767818,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,nothing to do with substitutions as far as i can find,2023-05-06T02:08:41.716000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:08:41.716Z
1104228139015610478,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,this,2023-05-06T02:08:23.908000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:08:23.908Z
1104228126613057598,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,https://my.csc.ncsu.edu/undergrad-advising/,2023-05-06T02:08:20.951000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:08:20.951Z
1104228114579595304,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,it just links to the advising webpage,2023-05-06T02:08:18.082000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:08:18.082Z
1104228082488987708,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,"nah, its online",2023-05-06T02:08:10.431000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:08:10.431Z
1104228044442439710,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,It would be funny if they let the cite go offline,2023-05-06T02:08:01.360000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-05-06T02:08:01.360Z
1104227993603280907,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,,2023-05-06T02:07:49.239000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:07:49.239Z
1104227892352790639,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,Wait what? Let me check thats weird,2023-05-06T02:07:25.099000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-05-06T02:07:25.099Z
1104227843594006548,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,i need to use the form to get MA 405 substituted for 305,2023-05-06T02:07:13.474000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:07:13.474Z
1104227744172212304,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,but this link takes me to a different page,2023-05-06T02:06:49.770000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:06:49.770Z
1104227712668807188,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,,2023-05-06T02:06:42.259000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:06:42.259Z
1104227709472747530,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,i need the one for this,2023-05-06T02:06:41.497000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:06:41.497Z
1104227661041115228,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,,2023-05-06T02:06:29.950000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:06:29.950Z
1104227637116809226,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,did they thanos snap the CSC forms page out of existence,2023-05-06T02:06:24.246000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:06:24.246Z
1104227552068902953,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,"Oh I see
Yeah thats rough",2023-05-06T02:06:03.969000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-05-06T02:06:03.969Z
1104227012379430922,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,"like when i made a dfa that accepted a single string like ""blah"" when they wanted it to only accept ""b"", ""l"", ""a"" or ""h"" (something like that, i forgot exactly",2023-05-06T02:03:55.297000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:03:55.297Z
1104226771139825665,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,there were multiple where i did silly things,2023-05-06T02:02:57.781000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:02:57.781Z
1104226741200883835,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,not just 1 question,2023-05-06T02:02:50.643000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:02:50.643Z
1104226692362412094,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,What was the question?,2023-05-06T02:02:38.999000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-05-06T02:02:38.999Z
1104226434966368286,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,"if i had read the words they wrote on the first test, i may yet have made an A",2023-05-06T02:01:37.631000+00:00,2023-05-06T02:01:42.345000+00:00,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T02:01:37.631Z
1104226366687285391,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,Pleasent surprise,2023-05-06T02:01:21.352000+00:00,,false,false,,,,,,,false,,19,,,,,0,,,,,,,,,,gamemaster618,2023-05-06T02:01:21.352Z
1104226316330475632,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,A+ here,2023-05-06T02:01:09.346000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-05-06T02:01:09.346Z
1104225878587756594,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,looks like I did not have to wait until monday,2023-05-06T01:59:24.980000+00:00,2023-05-06T01:59:26.013000+00:00,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T01:59:24.980Z
1104225777471475784,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,got an A-,2023-05-06T01:59:00.872000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-06T01:59:00.872Z
1104155781693190164,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,oh well,2023-05-05T21:20:52.578000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-05T21:20:52.578Z
1104155726215139439,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,Since she waited so long not till Monday,2023-05-05T21:20:39.351000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-05-05T21:20:39.351Z
1104155603661762692,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,wonder when the grades will be visible on mypack,2023-05-05T21:20:10.132000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-05T21:20:10.132Z
1104155491166339153,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,"312/320 here
I feel like I should be fine but claculating the HW grade is such a pain I dont want to bother yknow",2023-05-05T21:19:43.311000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-05-05T21:19:43.311Z
1104153891131621536,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,hopefully gets me an A for the overall grade,2023-05-05T21:13:21.833000+00:00,2023-05-05T21:13:23.052000+00:00,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-05T21:13:21.833Z
1104153755785633922,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,i got 299/320,2023-05-05T21:12:49.564000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-05-05T21:12:49.564Z
1104153685610737756,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,Exam score is in for my section on gradescope for 333 how'd you do?,2023-05-05T21:12:32.833000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-05-05T21:12:32.833Z
1099774104569135115,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,But I think your statment there does that fine,2023-04-23T19:09:39.344000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-04-23T19:09:39.344Z
1099774038601125978,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,I think they are arguing you didn't say it was in Q,2023-04-23T19:09:23.616000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-04-23T19:09:23.616Z
1099773961383968818,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,It is,2023-04-23T19:09:05.206000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-04-23T19:09:05.206Z
1099773916421042196,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,how tf is |s| not 3p + 3,2023-04-23T19:08:54.486000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-04-23T19:08:54.486Z
1099773904693760062,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,I'd regrade request that,2023-04-23T19:08:51.690000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-04-23T19:08:51.690Z
1099773872636710982,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,Hmm,2023-04-23T19:08:44.047000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-04-23T19:08:44.047Z
1099773858678067280,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,and i did use it,2023-04-23T19:08:40.719000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-04-23T19:08:40.719Z
1099773839216488549,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,i did read it,2023-04-23T19:08:36.079000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-04-23T19:08:36.079Z
1099773778751402107,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,wait nvm,2023-04-23T19:08:21.663000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-04-23T19:08:21.663Z
1099773732207206462,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,You didn't write out s though,2023-04-23T19:08:10.566000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-04-23T19:08:10.566Z
1099773730311389425,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,i didnt read this,2023-04-23T19:08:10.114000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-04-23T19:08:10.114Z
1099773700624101559,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,"oh i realized, i didnt actually use their string",2023-04-23T19:08:03.036000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-04-23T19:08:03.036Z
1099773604637454467,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,incredible,2023-04-23T19:07:40.151000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-04-23T19:07:40.151Z
1099773550279278612,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,I lost apoint there cause 1+2+3 is *totally 5*,2023-04-23T19:07:27.191000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-04-23T19:07:27.191Z
1099773475641622528,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,,2023-04-23T19:07:09.396000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-04-23T19:07:09.396Z
1099773278807138365,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,what did i do wrong here,2023-04-23T19:06:22.467000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-04-23T19:06:22.467Z
1099773240458616874,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,,2023-04-23T19:06:13.324000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-04-23T19:06:13.324Z
1099773230476177528,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,Mainly my own stupidity on anything I missed,2023-04-23T19:06:10.944000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-04-23T19:06:10.944Z
1099773163283427449,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,144/150,2023-04-23T19:05:54.924000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-04-23T19:05:54.924Z
1099772735783182377,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,https://tenor.com/view/cr1tikal-penguinz0-meme-woo-yeah-baby-gif-19316511,2023-04-23T19:04:13+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-04-23T19:04:13.000Z
1099772716921393253,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,got a 137/150,2023-04-23T19:04:08.503000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-04-23T19:04:08.503Z
1099772691269038120,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,Shit is finally graded,2023-04-23T19:04:02.387000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-04-23T19:04:02.387Z
1099111355786731550,1076592903301890168,,632814271033507862,diruslupito,89171fc996ad02b6852bd3e878097d58,0,0,0,0,,,Diruslupus,,,A minute amount of trolling,2023-04-21T23:16:07.721000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,diruslupito,2023-04-21T23:16:07.721Z
1099111111028117554,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,All lies,2023-04-21T23:15:09.366000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-04-21T23:15:09.366Z
1099111072843182091,1076592903301890168,,458413180893397022,gamemaster618,88170c60873b464ae44d0530c0b7d4f2,0,0,0,0,,,Gamemaster,,,"""end of the week""",2023-04-21T23:15:00.262000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,gamemaster618,2023-04-21T23:15:00.262Z
